id,video_id,lang,image,ground_truth,has_watermark
v01_0222,v01,ja,data/images/v01_0222.jpg,見てはいるが、観察はしていないね。,False
v01_0223,v01,ko,data/images/v01_0223.jpg,보긴 하지만 관찰은 안 하는군요.,False
v01_0224,v01,zh,data/images/v01_0224.jpg,你只是看，却没有观察。,False
v01_0225,v01,el,data/images/v01_0225.jpg,"Βλέπεις, αλλά δεν παρατηρείς.",False
v01_0226,v01,en,data/images/v01_0226.jpg,"It's quite simple, once you know how.",False
v01_0227,v01,es,data/images/v01_0227.jpg,"Es bastante simple, una vez que sabes cómo.",False
v01_0228,v01,ja,data/images/v01_0228.jpg,コツさえ分かれば簡単さ。,False
v01_0229,v01,ko,data/images/v01_0229.jpg,알고 나면 아주 간단한 거예요.,False
v01_0230,v01,zh,data/images/v01_0230.jpg,知道方法之后其实很简单。,False
v01_0231,v01,el,data/images/v01_0231.jpg,"Είναι απλό, αρκεί να ξέρεις πώς.",False
v01_0232,v01,en,data/images/v01_0232.jpg,"There's no use trying, that's impossible.",False
v01_0233,v01,es,data/images/v01_0233.jpg,"No sirve de nada intentarlo, es imposible.",False
v01_0234,v01,ja,data/images/v01_0234.jpg,無駄だよ、それは不可能だ。,False
v01_0235,v01,ko,data/images/v01_0235.jpg,"그건 불가능해요, 소용없어요.",False
v01_0236,v01,zh,data/images/v01_0236.jpg,别白费力气了，那不可能。,False
v01_0237,v01,el,data/images/v01_0237.jpg,"Δεν έχει νόημα, είναι αδύνατο.",False
v01_0238,v01,en,data/images/v01_0238.jpg,Curiouser and curiouser!,False
v01_0239,v01,es,data/images/v01_0239.jpg,¡Cada vez más raro!,False
v01_0240,v01,ja,data/images/v01_0240.jpg,ますます不思議になっていく！,False
v01_0241,v01,ko,data/images/v01_0241.jpg,점점 더 이상해지네!,False
v01_0242,v01,zh,data/images/v01_0242.jpg,越来越奇怪了！,False
v01_0243,v01,el,data/images/v01_0243.jpg,Όλο και πιο περίεργο!,False
v01_0244,v01,en,data/images/v01_0244.jpg,Who in the world am I?,False
v01_0245,v01,es,data/images/v01_0245.jpg,¿Quién demonios soy yo?,False
v01_0246,v01,ja,data/images/v01_0246.jpg,私はいったい誰なの？,False
v01_0247,v01,ko,data/images/v01_0247.jpg,도대체 나는 누구지?,False
v01_0248,v01,zh,data/images/v01_0248.jpg,我到底是谁？,False
v01_0249,v01,el,data/images/v01_0249.jpg,Ποια είμαι επιτέλους εγώ;,False
v01_0250,v01,en,data/images/v01_0250.jpg,We're all mad here.,False
v01_0251,v01,es,data/images/v01_0251.jpg,Aquí todos estamos locos.,True
v01_0252,v01,ja,data/images/v01_0252.jpg,ここではみんな狂ってるよ。,False
v01_0253,v01,ko,data/images/v01_0253.jpg,여긴 다 미쳤어요.,False
v01_0254,v01,zh,data/images/v01_0254.jpg,这里的人都疯了。,False
v01_0255,v01,el,data/images/v01_0255.jpg,Εδώ όλοι είναι τρελοί.,False
v01_0256,v01,en,data/images/v01_0256.jpg,It is a truth universally acknowledged.,True
v01_0257,v01,es,data/images/v01_0257.jpg,Es una verdad reconocida por todos.,False
v01_0258,v01,ja,data/images/v01_0258.jpg,それは誰もが認める真実だ。,False
v01_0259,v01,ko,data/images/v01_0259.jpg,그건 누구나 아는 진실이죠.,False
v01_0260,v01,zh,data/images/v01_0260.jpg,这是人人都承认的真理。,False
v01_0261,v01,el,data/images/v01_0261.jpg,Είναι μια αλήθεια που όλοι αποδέχονται.,False
v01_0262,v01,en,data/images/v01_0262.jpg,I could not tell you what I really think.,False
v01_0263,v01,es,data/images/v01_0263.jpg,No podría decirte lo que realmente pienso.,False
v01_0264,v01,ja,data/images/v01_0264.jpg,本当の気持ちは言葉にできない。,False
v01_0265,v01,ko,data/images/v01_0265.jpg,내 진심은 말로 다 못해요.,False
v01_0266,v01,zh,data/images/v01_0266.jpg,我说不出自己真正的想法。,True
v01_0267,v01,el,data/images/v01_0267.jpg,Δεν μπορώ να πω τι πραγματικά σκέφτομαι.,False
v01_0268,v01,en,data/images/v01_0268.jpg,Vanity and pride are different things.,False
v01_0269,v01,es,data/images/v01_0269.jpg,La vanidad y el orgullo son cosas distintas.,True
v01_0270,v01,ja,data/images/v01_0270.jpg,虚栄心とプライドは別物だよ。,False
v01_0271,v01,ko,data/images/v01_0271.jpg,허영이랑 자존심은 다른 거예요.,False
v01_0272,v01,zh,data/images/v01_0272.jpg,虚荣和自尊是两回事。,False
v01_0273,v01,el,data/images/v01_0273.jpg,Η ματαιοδοξία κι η υπερηφάνεια είναι διαφορετικά πράγματα.,True
v01_0274,v01,en,data/images/v01_0274.jpg,I have been in a dream all afternoon.,False
v01_0275,v01,es,data/images/v01_0275.jpg,He estado como en un sueño toda la tarde.,False
v01_0276,v01,ja,data/images/v01_0276.jpg,午後じゅう夢の中にいたみたい。,False
v01_0277,v01,ko,data/images/v01_0277.jpg,오후 내내 꿈속에 있었던 것 같아요.,False
v01_0278,v01,zh,data/images/v01_0278.jpg,整个下午我都像在做梦。,False
v01_0279,v01,el,data/images/v01_0279.jpg,Ήμουν σαν σε όνειρο όλο το απόγευμα.,False
v01_0280,v01,en,data/images/v01_0280.jpg,"It was the best of times, it was the worst of times.",True
v01_0281,v01,es,data/images/v01_0281.jpg,"Era el mejor de los tiempos, era el peor de los tiempos.",False
v01_0282,v01,ja,data/images/v01_0282.jpg,最良の時代であり、最悪の時代でもあった。,True
v01_0283,v01,ko,data/images/v01_0283.jpg,"최고의 시절이자, 최악의 시절이었죠.",False
v01_0284,v01,zh,data/images/v01_0284.jpg,那是最好的时代，也是最坏的时代。,False
v01_0285,v01,el,data/images/v01_0285.jpg,"Ήταν η καλύτερη εποχή, ήταν η χειρότερη εποχή.",False
v01_0286,v01,en,data/images/v01_0286.jpg,"God bless us, every one.",False
v01_0287,v01,es,data/images/v01_0287.jpg,Que Dios nos bendiga a todos.,False
v01_0288,v01,ja,data/images/v01_0288.jpg,みんなに神の祝福を。,False
v01_0289,v01,ko,data/images/v01_0289.jpg,모두에게 신의 축복이 있기를.,False
v01_0290,v01,zh,data/images/v01_0290.jpg,愿上帝保佑我们每一个人。,False
v01_0291,v01,el,data/images/v01_0291.jpg,Ο Θεός να μας ευλογεί όλους.,True
v01_0292,v01,en,data/images/v01_0292.jpg,I will honor Christmas in my heart.,False
v01_0293,v01,es,data/images/v01_0293.jpg,Guardaré la Navidad en mi corazón.,False
v01_0294,v01,ja,data/images/v01_0294.jpg,心の中でクリスマスを大切にするよ。,True
v01_0295,v01,ko,data/images/v01_0295.jpg,마음속으로 크리스마스를 기억할게요.,False
v01_0296,v01,zh,data/images/v01_0296.jpg,我会把圣诞节永远放在心里。,False
v01_0297,v01,el,data/images/v01_0297.jpg,Θα κρατήσω τα Χριστούγεννα στην καρδιά μου.,False
v01_0298,v01,en,data/images/v01_0298.jpg,Are there no prisons? No workhouses?,False
v01_0299,v01,es,data/images/v01_0299.jpg,¿No hay cárceles? ¿No hay asilos?,False
v01_0300,v01,ja,data/images/v01_0300.jpg,刑務所も救貧院もないのか？,False
v01_0301,v01,ko,data/images/v01_0301.jpg,감옥도 없나요? 구빈원도 없어요?,True
v01_0302,v01,zh,data/images/v01_0302.jpg,难道没有监狱？没有济贫院吗？,False
v01_0303,v01,el,data/images/v01_0303.jpg,Δεν υπάρχουν φυλακές; Δεν υπάρχουν άσυλα;,False
v01_0304,v01,en,data/images/v01_0304.jpg,"Welcome to my house. Enter freely, of your own will.",True
v01_0305,v01,es,data/images/v01_0305.jpg,Bienvenido a mi casa. Entre por su propia voluntad.,True
v01_0306,v01,ja,data/images/v01_0306.jpg,ようこそ、私の家へ。自由に入っておくれ。,False
v01_0307,v01,ko,data/images/v01_0307.jpg,제 집에 오신 걸 환영합니다. 마음대로 들어오세요.,False
v01_0308,v01,zh,data/images/v01_0308.jpg,欢迎来到我家，请自由进入。,False
v01_0309,v01,el,data/images/v01_0309.jpg,Καλώς ήρθες στο σπίτι μου. Πέρασε ελεύθερα.,False
v01_0310,v01,en,data/images/v01_0310.jpg,"Listen to them, the children of the night.",True
v01_0311,v01,es,data/images/v01_0311.jpg,"Escuche eso, los hijos de la noche.",False
v01_0312,v01,ja,data/images/v01_0312.jpg,聞こえるかい、あれが夜の子たちの声だ。,False
v01_0313,v01,ko,data/images/v01_0313.jpg,저 소리 들려요? 밤의 아이들이에요.,False
v01_0314,v01,zh,data/images/v01_0314.jpg,听，那是黑夜之子的声音。,False
v01_0315,v01,el,data/images/v01_0315.jpg,"Άκου, τα παιδιά της νύχτας.",False
v01_0316,v01,en,data/images/v01_0316.jpg,I never drink... wine.,False
v01_0317,v01,es,data/images/v01_0317.jpg,Yo nunca bebo... vino.,False
v01_0318,v01,ja,data/images/v01_0318.jpg,私はワインを…飲まないんだ。,False
v01_0319,v01,ko,data/images/v01_0319.jpg,저는 와인을... 마시지 않아요.,False
v01_0320,v01,zh,data/images/v01_0320.jpg,我从不喝……酒。,False
v01_0321,v01,el,data/images/v01_0321.jpg,Εγώ ποτέ δεν πίνω... κρασί.,True
v01_0322,v01,en,data/images/v01_0322.jpg,The blood is the life.,False
v01_0323,v01,es,data/images/v01_0323.jpg,La sangre es la vida.,False
v01_0324,v01,ja,data/images/v01_0324.jpg,血こそが命なんだ。,False
v01_0325,v01,ko,data/images/v01_0325.jpg,피가 곧 생명이에요.,False
v01_0326,v01,zh,data/images/v01_0326.jpg,血就是生命。,False
v01_0327,v01,el,data/images/v01_0327.jpg,Το αίμα είναι η ζωή.,True
v01_0328,v01,en,data/images/v01_0328.jpg,Even a man who is pure of heart may fall to darkness.,True
v01_0329,v01,es,data/images/v01_0329.jpg,Hasta un hombre puro puede caer en la oscuridad.,False
v01_0330,v01,ja,data/images/v01_0330.jpg,純粋な心の持ち主でも闇に落ちることがある。,False
v01_0331,v01,ko,data/images/v01_0331.jpg,순수한 사람도 어둠에 빠질 수 있어요.,False
v01_0332,v01,zh,data/images/v01_0332.jpg,再纯洁的人也可能坠入黑暗。,False
v01_0333,v01,el,data/images/v01_0333.jpg,Ακόμα κι ένας αγνός άνθρωπος μπορεί να πέσει στο σκοτάδι.,False
v01_0334,v01,en,data/images/v01_0334.jpg,It was a dark and stormy night.,False
v01_0335,v01,es,data/images/v01_0335.jpg,Era una noche oscura y tormentosa.,False
v01_0336,v01,ja,data/images/v01_0336.jpg,暗く嵐の夜だった。,False
v01_0337,v01,ko,data/images/v01_0337.jpg,어둡고 폭풍우 치는 밤이었어요.,False
v01_0338,v01,zh,data/images/v01_0338.jpg,那是一个黑暗又多雷雨的夜晚。,False
v01_0339,v01,el,data/images/v01_0339.jpg,Ήταν μια σκοτεινή και θυελλώδης νύχτα.,True
v01_0340,v01,en,data/images/v01_0340.jpg,"I have created a monster, and I cannot control it.",False
v01_0341,v01,es,data/images/v01_0341.jpg,He creado un monstruo y ya no puedo controlarlo.,True
v01_0342,v01,ja,data/images/v01_0342.jpg,怪物を作ってしまった、もう制御できない。,False
v01_0343,v01,ko,data/images/v01_0343.jpg,"괴물을 만들었는데, 이제 통제가 안 돼요.",False
v01_0344,v01,zh,data/images/v01_0344.jpg,我造出了一个怪物，如今已无法控制它。,False
v01_0345,v01,el,data/images/v01_0345.jpg,Δημιούργησα ένα τέρας και δεν μπορώ πια να το ελέγξω.,False
v01_0346,v01,en,data/images/v01_0346.jpg,"Beware, for I am fearless, and therefore powerful.",False
v01_0347,v01,es,data/images/v01_0347.jpg,"Cuidado, porque no tengo miedo, y eso me hace poderoso.",False
v01_0348,v01,ja,data/images/v01_0348.jpg,気をつけろ、私は恐れを知らない、だから強いんだ。,False
v01_0349,v01,ko,data/images/v01_0349.jpg,"조심해요, 저는 두려움이 없으니까요.",False
v01_0350,v01,zh,data/images/v01_0350.jpg,小心点，我天不怕地不怕，所以才强大。,False
v01_0351,v01,el,data/images/v01_0351.jpg,"Πρόσεχε, δεν φοβάμαι τίποτα, γι' αυτό είμαι δυνατός.",False
v01_0352,v01,en,data/images/v01_0352.jpg,There can be no life without pain.,True
v01_0353,v01,es,data/images/v01_0353.jpg,No puede haber vida sin dolor.,False
v01_0354,v01,ja,data/images/v01_0354.jpg,痛みのない人生なんてない。,True
v01_0355,v01,ko,data/images/v01_0355.jpg,고통 없인 삶도 없어요.,False
v01_0356,v01,zh,data/images/v01_0356.jpg,没有痛苦，就没有真正的人生。,False
v01_0357,v01,el,data/images/v01_0357.jpg,Δεν υπάρχει ζωή χωρίς πόνο.,False
v01_0358,v01,en,data/images/v01_0358.jpg,Nothing is impossible if you set your mind to it.,True
v01_0359,v01,es,data/images/v01_0359.jpg,Nada es imposible si te lo propones.,False
v01_0360,v01,ja,data/images/v01_0360.jpg,本気になれば不可能なんてない。,False
v01_0361,v01,ko,data/images/v01_0361.jpg,마음만 먹으면 불가능한 건 없어요.,True
v01_0362,v01,zh,data/images/v01_0362.jpg,只要下定决心，没有什么不可能。,True
v01_0363,v01,el,data/images/v01_0363.jpg,Τίποτα δεν είναι αδύνατο αν το θέλεις πραγματικά.,False
v01_0364,v01,en,data/images/v01_0364.jpg,The game is afoot.,True
v01_0365,v01,es,data/images/v01_0365.jpg,El juego ha comenzado.,False
v01_0366,v01,ja,data/images/v01_0366.jpg,勝負は始まった。,False
v01_0367,v01,ko,data/images/v01_0367.jpg,게임이 시작됐어요.,True
v01_0368,v01,zh,data/images/v01_0368.jpg,游戏开始了。,False
v01_0369,v01,el,data/images/v01_0369.jpg,Το παιχνίδι άρχισε.,False
v01_0370,v01,en,data/images/v01_0370.jpg,"Elementary, my dear fellow.",False
v01_0371,v01,es,data/images/v01_0371.jpg,"Elemental, querido amigo.",False
v01_0372,v01,ja,data/images/v01_0372.jpg,簡単なことだよ、君。,False
v01_0373,v01,ko,data/images/v01_0373.jpg,"간단해요, 친구.",False
v01_0374,v01,zh,data/images/v01_0374.jpg,很简单，朋友。,False
v01_0375,v01,el,data/images/v01_0375.jpg,"Απλό, φίλε μου.",False
v01_0376,v01,en,data/images/v01_0376.jpg,"When you eliminate the impossible, what remains must be true.",False
v01_0377,v01,es,data/images/v01_0377.jpg,"Cuando eliminas lo imposible, lo que queda es la verdad.",False
v01_0378,v01,ja,data/images/v01_0378.jpg,不可能を除いていけば、残るのが真実だ。,False
v01_0379,v01,ko,data/images/v01_0379.jpg,불가능한 걸 지우면 남는 게 진실이에요.,False
v01_0380,v01,zh,data/images/v01_0380.jpg,排除掉不可能的，剩下的就是真相。,False
v01_0381,v01,el,data/images/v01_0381.jpg,"Όταν αποκλείσεις το αδύνατο, ό,τι μένει είναι η αλήθεια.",False
v01_0382,v01,en,data/images/v01_0382.jpg,I never guess. It is a shocking habit.,False
v01_0383,v01,es,data/images/v01_0383.jpg,Nunca adivino. Es un hábito terrible.,False
v01_0384,v01,ja,data/images/v01_0384.jpg,私は推測しない。それは悪い癖だ。,True
v01_0385,v01,ko,data/images/v01_0385.jpg,"저는 추측 안 해요, 그건 나쁜 버릇이죠.",False
v01_0386,v01,zh,data/images/v01_0386.jpg,我从不猜测，那是个坏习惯。,True
v01_0387,v01,el,data/images/v01_0387.jpg,"Ποτέ δεν μαντεύω, είναι κακή συνήθεια.",False
v01_0388,v01,en,data/images/v01_0388.jpg,"Data, data, data! I cannot make bricks without clay.",False
v01_0389,v01,es,data/images/v01_0389.jpg,"¡Datos, datos, datos! No puedo trabajar sin ellos.",False
v01_0390,v01,ja,data/images/v01_0390.jpg,データだ、データがなければ何も作れない。,False
v01_0391,v01,ko,data/images/v01_0391.jpg,자료가 있어야 뭘 만들죠.,True
v01_0392,v01,zh,data/images/v01_0392.jpg,数据，数据，没有数据什么都做不出来。,False
v01_0393,v01,el,data/images/v01_0393.jpg,"Στοιχεία, χρειάζομαι στοιχεία για να δουλέψω.",False
v01_0394,v01,en,data/images/v01_0394.jpg,I have often been wrong before.,False
v01_0395,v01,es,data/images/v01_0395.jpg,Antes también me he equivocado muchas veces.,False
v01_0396,v01,ja,data/images/v01_0396.jpg,私も以前は何度も間違えたよ。,False
v01_0397,v01,ko,data/images/v01_0397.jpg,저도 예전에 자주 틀렸어요.,False
v01_0398,v01,zh,data/images/v01_0398.jpg,我以前也常常犯错。,True
v01_0399,v01,el,data/images/v01_0399.jpg,Κι εγώ έχω κάνει λάθος πολλές φορές.,True
v01_0400,v01,en,data/images/v01_0400.jpg,Time flies over us but leaves its shadow behind.,False
v01_0401,v01,es,data/images/v01_0401.jpg,"El tiempo pasa, pero deja su sombra.",True
v01_0402,v01,ja,data/images/v01_0402.jpg,時は流れても、影を残していく。,False
v01_0403,v01,ko,data/images/v01_0403.jpg,시간은 흘러가도 그림자를 남겨요.,False
v01_0404,v01,zh,data/images/v01_0404.jpg,时光流逝，却留下影子。,True
v01_0405,v01,el,data/images/v01_0405.jpg,"Ο χρόνος περνά, μα αφήνει τη σκιά του.",False
v01_0406,v01,en,data/images/v01_0406.jpg,A man's real possession is his memory.,False
v01_0407,v01,es,data/images/v01_0407.jpg,La verdadera posesión de un hombre es su memoria.,False
v01_0408,v01,ja,data/images/v01_0408.jpg,人の本当の財産は記憶なんだ。,True
v01_0409,v01,ko,data/images/v01_0409.jpg,사람의 진짜 재산은 기억이에요.,False
v01_0410,v01,zh,data/images/v01_0410.jpg,一个人真正的财富是记忆。,False
v01_0411,v01,el,data/images/v01_0411.jpg,Η αληθινή περιουσία ενός ανθρώπου είναι η μνήμη του.,True
v01_0412,v01,en,data/images/v01_0412.jpg,The future is still in your hands.,False
v01_0413,v01,es,data/images/v01_0413.jpg,El futuro todavía está en tus manos.,False
v01_0414,v01,ja,data/images/v01_0414.jpg,未来はまだ君の手の中にある。,False
v01_0415,v01,ko,data/images/v01_0415.jpg,미래는 아직 당신 손에 있어요.,False
v01_0416,v01,zh,data/images/v01_0416.jpg,未来依然掌握在你手中。,False
v01_0417,v01,el,data/images/v01_0417.jpg,Το μέλλον είναι ακόμα στα χέρια σου.,False
v01_0418,v01,en,data/images/v01_0418.jpg,It is our choices that show who we truly are.,False
v01_0419,v01,es,data/images/v01_0419.jpg,Son nuestras decisiones las que muestran quiénes somos.,False
v02_0220,v02,ja,data/images/v02_0220.jpg,選択こそがその人を表すんだ。,False
v02_0221,v02,ko,data/images/v02_0221.jpg,선택이 그 사람을 보여주는 거예요.,False
v02_0222,v02,zh,data/images/v02_0222.jpg,选择才真正显示一个人是谁。,False
v02_0223,v02,el,data/images/v02_0223.jpg,Οι επιλογές μας δείχνουν ποιοι πραγματικά είμαστε.,False
v02_0224,v02,en,data/images/v02_0224.jpg,"There's no place like home, is there?",False
v02_0225,v02,es,data/images/v02_0225.jpg,"No hay lugar como el hogar, ¿verdad?",False
v02_0226,v02,ja,data/images/v02_0226.jpg,やっぱり家に勝る場所はないね。,True
v02_0227,v02,ko,data/images/v02_0227.jpg,역시 집만 한 곳이 없죠?,False
v02_0228,v02,zh,data/images/v02_0228.jpg,还是家里最好，不是吗？,False
v02_0229,v02,el,data/images/v02_0229.jpg,"Πουθενά σαν το σπίτι, έτσι δεν είναι;",False
v02_0230,v02,en,data/images/v02_0230.jpg,I don't know half of you half as well as I should like.,False
v02_0231,v02,es,data/images/v02_0231.jpg,No los conocía ni la mitad de lo que debería.,False
v02_0232,v02,ja,data/images/v02_0232.jpg,君のことを半分も分かっていなかったよ。,False
v02_0233,v02,ko,data/images/v02_0233.jpg,당신을 절반도 제대로 몰랐네요.,True
v02_0234,v02,zh,data/images/v02_0234.jpg,我对你的了解还不到一半。,True
v02_0235,v02,el,data/images/v02_0235.jpg,Δεν σε ήξερα ούτε στο μισό όσο έπρεπε.,False
v02_0236,v02,en,data/images/v02_0236.jpg,"It's a dangerous business, going out your door.",False
v02_0237,v02,es,data/images/v02_0237.jpg,Es peligroso salir por esa puerta.,False
v02_0238,v02,ja,data/images/v02_0238.jpg,扉を出るのはいつだって危険なことだ。,True
v02_0239,v02,ko,data/images/v02_0239.jpg,문을 나서는 건 늘 위험한 일이에요.,True
v02_0240,v02,zh,data/images/v02_0240.jpg,出门在外总是危险的。,False
v02_0241,v02,el,data/images/v02_0241.jpg,Είναι επικίνδυνο να βγαίνεις απ' την πόρτα σου.,False
v02_0242,v02,en,data/images/v02_0242.jpg,All we have to decide is what to do with the time given us.,True
v02_0243,v02,es,data/images/v02_0243.jpg,Solo podemos decidir qué hacer con el tiempo que tenemos.,False
v02_0244,v02,ja,data/images/v02_0244.jpg,決められるのは、与えられた時間をどう使うかだけだ。,True
v02_0245,v02,ko,data/images/v02_0245.jpg,우리가 정할 수 있는 건 주어진 시간을 어떻게 쓰느냐예요.,False
v02_0246,v02,zh,data/images/v02_0246.jpg,我们能决定的，只是如何使用被给予的时间。,False
v02_0247,v02,el,data/images/v02_0247.jpg,Το μόνο που αποφασίζουμε είναι τι θα κάνουμε με τον χρόνο μας.,False
v02_0248,v02,en,data/images/v02_0248.jpg,Not all who wander are lost.,True
v02_0249,v02,es,data/images/v02_0249.jpg,No todo el que vaga está perdido.,False
v02_0250,v02,ja,data/images/v02_0250.jpg,さまよう者がみな迷っているわけじゃない。,False
v02_0251,v02,ko,data/images/v02_0251.jpg,떠도는 자가 다 길을 잃은 건 아니에요.,True
v02_0252,v02,zh,data/images/v02_0252.jpg,流浪的人未必都迷了路。,False
v02_0253,v02,el,data/images/v02_0253.jpg,Δεν χάνονται όλοι όσοι περιπλανιούνται.,True
v02_0254,v02,en,data/images/v02_0254.jpg,Even the smallest person can change the course of things.,True
v02_0255,v02,es,data/images/v02_0255.jpg,Hasta la persona más pequeña puede cambiar el rumbo de las cosas.,False
v02_0256,v02,ja,data/images/v02_0256.jpg,どんなに小さな者でも流れを変えられる。,False
v02_0257,v02,ko,data/images/v02_0257.jpg,아무리 작은 사람도 흐름을 바꿀 수 있어요.,True
v02_0258,v02,zh,data/images/v02_0258.jpg,再渺小的人也能改变局势。,False
v02_0259,v02,el,data/images/v02_0259.jpg,Ακόμα κι ο πιο μικρός μπορεί ν' αλλάξει την πορεία των πραγμάτων.,False
v02_0260,v02,en,data/images/v02_0260.jpg,The night is dark and full of secrets.,False
v02_0261,v02,es,data/images/v02_0261.jpg,La noche es oscura y está llena de secretos.,True
v02_0262,v02,ja,data/images/v02_0262.jpg,夜は暗く、秘密に満ちている。,False
v02_0263,v02,ko,data/images/v02_0263.jpg,밤은 어둡고 비밀로 가득해요.,False
v02_0264,v02,zh,data/images/v02_0264.jpg,夜色深沉，藏着无数秘密。,False
v02_0265,v02,el,data/images/v02_0265.jpg,Η νύχτα είναι σκοτεινή και γεμάτη μυστικά.,False
v02_0266,v02,en,data/images/v02_0266.jpg,Speak softly and carry a big stick.,True
v02_0267,v02,es,data/images/v02_0267.jpg,Habla con calma y actúa con firmeza.,False
v02_0268,v02,ja,data/images/v02_0268.jpg,静かに話し、大きく行動しろ。,True
v02_0269,v02,ko,data/images/v02_0269.jpg,조용히 말하고 크게 행동해요.,False
v02_0270,v02,zh,data/images/v02_0270.jpg,说话要轻，行动要有力。,False
v02_0271,v02,el,data/images/v02_0271.jpg,"Μίλα ήσυχα, δράσε δυνατά.",False
v02_0272,v02,en,data/images/v02_0272.jpg,Fortune favors the bold.,False
v02_0273,v02,es,data/images/v02_0273.jpg,La fortuna favorece a los valientes.,False
v02_0274,v02,ja,data/images/v02_0274.jpg,幸運は勇者に味方する。,True
v02_0275,v02,ko,data/images/v02_0275.jpg,용기 있는 자에게 행운이 따라요.,True
v02_0276,v02,zh,data/images/v02_0276.jpg,幸运总是眷顾勇敢的人。,False
v02_0277,v02,el,data/images/v02_0277.jpg,Η τύχη ευνοεί τους τολμηρούς.,True
v02_0278,v02,en,data/images/v02_0278.jpg,"Adventure is out there, waiting.",True
v02_0279,v02,es,data/images/v02_0279.jpg,"La aventura está ahí afuera, esperando.",False
v02_0280,v02,ja,data/images/v02_0280.jpg,冒険はあそこで待っている。,True
v02_0281,v02,ko,data/images/v02_0281.jpg,모험은 저 밖에서 기다리고 있어요.,False
v02_0282,v02,zh,data/images/v02_0282.jpg,冒险就在外面等着呢。,False
v02_0283,v02,el,data/images/v02_0283.jpg,Η περιπέτεια περιμένει εκεί έξω.,False
v02_0284,v02,en,data/images/v02_0284.jpg,Some day you will be old enough to start reading fairy tales again.,False
v02_0285,v02,es,data/images/v02_0285.jpg,Algún día tendrás edad para volver a leer cuentos de hadas.,False
v02_0286,v02,ja,data/images/v02_0286.jpg,いつかまた、おとぎ話を読める歳になるよ。,True
v02_0287,v02,ko,data/images/v02_0287.jpg,언젠가 다시 동화를 읽을 나이가 될 거예요.,False
v02_0288,v02,zh,data/images/v02_0288.jpg,总有一天你会重新爱上童话。,False
v02_0289,v02,el,data/images/v02_0289.jpg,Κάποια μέρα θα είσαι έτοιμος να διαβάσεις ξανά παραμύθια.,False
v02_0290,v02,en,data/images/v02_0290.jpg,It always seems impossible until it's done.,False
v02_0291,v02,es,data/images/v02_0291.jpg,Siempre parece imposible hasta que se logra.,False
v02_0292,v02,ja,data/images/v02_0292.jpg,終わるまではいつも不可能に思えるものだ。,False
v02_0293,v02,ko,data/images/v02_0293.jpg,다 되고 나면 항상 쉬워 보이죠.,False
v02_0294,v02,zh,data/images/v02_0294.jpg,事情做成之前，总看起来不可能。,False
v02_0295,v02,el,data/images/v02_0295.jpg,"Πάντα φαίνεται αδύνατο, μέχρι να γίνει.",False
v02_0296,v02,en,data/images/v02_0296.jpg,"Whatever you are, be a good one.",False
v02_0297,v02,es,data/images/v02_0297.jpg,"Seas lo que seas, sé bueno en ello.",False
v02_0298,v02,ja,data/images/v02_0298.jpg,何になるにせよ、いいものになれ。,True
v02_0299,v02,ko,data/images/v02_0299.jpg,"뭐가 됐든, 제대로 된 사람이 되세요.",False
v02_0300,v02,zh,data/images/v02_0300.jpg,无论做什么，都要做到最好。,False
v02_0301,v02,el,data/images/v02_0301.jpg,"Ό,τι κι αν είσαι, γίνε καλός σε αυτό.",True
v02_0302,v02,en,data/images/v02_0302.jpg,The best way out is always through.,False
v02_0303,v02,es,data/images/v02_0303.jpg,La mejor salida siempre es seguir adelante.,False
v02_0304,v02,ja,data/images/v02_0304.jpg,抜け出す一番の方法は、突き進むことだ。,False
v02_0305,v02,ko,data/images/v02_0305.jpg,빠져나가는 가장 좋은 방법은 그냥 뚫고 가는 거예요.,False
v02_0306,v02,zh,data/images/v02_0306.jpg,脱身的最好办法，就是一直往前走。,True
v02_0307,v02,el,data/images/v02_0307.jpg,Ο καλύτερος τρόπος να βγεις είναι να προχωρήσεις.,False
v02_0308,v02,en,data/images/v02_0308.jpg,I have a feeling we're not in Kansas anymore.,False
v02_0309,v02,es,data/images/v02_0309.jpg,Tengo la sensación de que ya no estamos en Kansas.,False
v02_0310,v02,ja,data/images/v02_0310.jpg,もうカンザスにはいない気がするよ。,False
v02_0311,v02,ko,data/images/v02_0311.jpg,여긴 캔자스가 아닌 것 같아요.,False
v02_0312,v02,zh,data/images/v02_0312.jpg,我感觉我们已经不在堪萨斯了。,False
v02_0313,v02,el,data/images/v02_0313.jpg,Νιώθω πως δεν είμαστε πια στο Κάνσας.,False
v02_0314,v02,en,data/images/v02_0314.jpg,Pay no attention to that man behind the curtain.,False
v02_0315,v02,es,data/images/v02_0315.jpg,No le hagan caso al hombre detrás de la cortina.,True
v02_0316,v02,ja,data/images/v02_0316.jpg,カーテンの後ろの男は気にしないで。,True
v02_0317,v02,ko,data/images/v02_0317.jpg,커튼 뒤에 있는 저 사람은 신경 쓰지 마세요.,False
v02_0318,v02,zh,data/images/v02_0318.jpg,别理会帘子后面那个人。,False
v02_0319,v02,el,data/images/v02_0319.jpg,Μην προσέχετε τον άντρα πίσω από την κουρτίνα.,False
v02_0320,v02,en,data/images/v02_0320.jpg,There's no place like home.,True
v02_0321,v02,es,data/images/v02_0321.jpg,No hay lugar como el hogar.,False
